City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
592,Phan Thiet,VN,2021=01-28 20:02:45,10.9333,108.1,68.97,78,24,9.13
593,Kalmunai,LK,2021=01-28 20:06:03,7.4167,81.8167,76.06,88,100,9.33
594,Victoria Point,AU,2021=01-28 20:06:03,-27.5833,153.3,77.0,71,14,5.99
595,Muros,ES,2021=01-28 20:06:03,42.7762,-9.0603,57.99,93,100,17.52
596,Monrovia,LR,2021=01-28 20:02:32,6.3005,-10.7969,80.6,89,20,7.67
597,Statesboro,US,2021=01-28 20:03:35,32.4488,-81.7832,57.2,40,1,14.97
598,Gurabo,PR,2021=01-28 20:06:03,18.2544,-65.9729,84.0,65,0,3.0
599,Brumado,BR,2021=01-28 20:06:04,-14.2036,-41.6653,87.3,38,99,7.56
600,Laguna,US,2021=01-28 20:06:04,38.421,-121.4238,48.99,93,90,6.91
601,Pundaguitan,PH,2021=01-28 20:06:04,6.3711,126.1689,79.88,83,99,16.62
602,Arcata,US,2021=01-28 20:05:21,40.8665,-124.0828,48.99,87,90,5.75
603,Ploufragan,FR,2021=01-28 20:06:04,48.4914,-2.7946,54.0,94,75,9.22
604,San Policarpo,PH,2021=01-28 20:06:05,12.1791,125.5072,78.3,80,100,14.34
